body,fichatecnica,localidad,price,title,url
"
H350 Furgon de 1.5 Ton. MOTOR DIESEL 2.5 CRDI, EURO V, 150 HP, ABS Disco x4, CONTROL DE ESTABILIDAD, TRANSMISIÓN MANUAL DE 6VELOCIDADES, DIRECCIÓN HIDRÁULICA, CALEFACCIÓN, AIREACONDICIONADO, VIDRIOS ELÉCTRICOS, BLOQUEO CENTRAL, FAROSCAMINEROS, RADIO, 2 AIRBAG. VOLUMEN DE CARGA: 12,9 m3.PRECIO LEASING U$S 43.360H350 MINIBUS MOTOR DIESEL 2.5 CRDI, EURO V, 150 HP, ABS disco x4, TRANSMISIÓN MANUAL DE 6 VELOCIDADES, DIRECCIÓN HIDRÁULICA, CALEFACCIÓN, AIREACONDICIONADO DUAL, VIDRIOS ELÉCTRICOS, BLOQUEO CENTRAL, FAROSCAMINEROS, RADIO, 2 AIRBAG. PRECIO LEASING U$S 46.639 (FURGON VIDRIADO SIN ASIENTOS)U$S 50.738 (15 pasajeros)U$S 51.557 (17 pasajeros)U$S 54.016 (Escolares 25 asientos)Financiación:Planes de financiación de hasta el 100% del valor del vehículo, en 60 cuotas. Planes Tasa Cero de hasta el 50% en dorales. Planes con tasa bonificada en unidades indexadas. Sujetos a aprobación crediticia.Permutas:Su vehículo puede ser tomado como parte de pago para todos nuestros vehículos en stock. El mismo es revisado y tasado en el momento al mejor precio de plaza.Escribanía y gestoría:Asesoramiento legal completo para cumplir con la normativa de la Ley de Inclusión Financiera. Tramites de permutas ágiles con escribana propia o del cliente. Gestores a disposición para realizar el empadronamiento de su 0km y facilitarle tramites engorrosos.Lagomar AutomóvilesDirección: Giannattasio km.21 Esq. Buenos Aires - Lagomar - CanelonesContacto: 2682 9648 - Ventas: 097 555 070 (Whatsapp)Email: lagomarautomoviles@hotmail.comHorario: L. a V. de 09 a 12:30 y de 13:30 a 19 hs. Sáb. 9: a 14hs.www.lagomarautomoviles.com.uy
","

Año
2019


Kilómetros
0 km


Marca
Hyundai


Modelo
H1


Versión
H350 FURGON/MINIBUS


Único dueño
Sí


Tipo de carrocería
Furgón


Motor
2.5


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Lagomar - Canelones
",43.360,"
		Hyundai H1 H350 FURGON/MINIBUS
	",https://auto.mercadolibre.com.uy/MLU-465487077-hyundai-h350-furgonminibus-lagomar-automoviles-_JM#position=48&type=item&tracking_id=f8222799-a322-4f27-8f72-81c3247abad2
"
La Camioneta mas vendida de la Región.La mas Confiable.La mas Segura.ENTREGA INMEDIATA!Varios colores disponibles.
","

Año
2020


Kilómetros
0 km


Marca
Toyota


Modelo
Hilux


Versión
2.4 D.cab. T.dsl Sr


Tipo de carrocería
Pick-Up


Motor
2.4


Potencia
150 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Cardona - Soriano
",49.990,"
		Toyota Hilux 2.4 D.cab. T.dsl Sr
	",https://auto.mercadolibre.com.uy/MLU-472457339-toyota-hilux-sr-4x2-diesel-_JM#position=35&type=item&tracking_id=f8222799-a322-4f27-8f72-81c3247abad2
"
TOYOTA HILUX SR 4X4 7airbags+ control estabilidad MOTOR 2.4 TURBO INTERCOOLER DIESEL 0 KM (MOTOR NUEVO) 150 CABALLOS DE FUERZA, CAJA DE SEXTA, EXCELENTE ANDAR Y RESPUESTA EN RUTA, GARANTIA 4 AÑOS O 120.000 KM ENTREGA INMEDIATA COLOR: gris plataNORTE MOTORS YOUNG-RIO NEGRO
","

Año
2020


Kilómetros
0 km


Marca
Toyota


Modelo
Hilux


Versión
2.4 D.cab. T.dsl Dx


Tipo de carrocería
Pick-Up


Motor
2.4


Potencia
150 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Young - Río Negro
",56.990,"
		Toyota Hilux 2.4 D.cab. T.dsl Dx
	",https://auto.mercadolibre.com.uy/MLU-460919621-toyota-hilux-24-dcab-tdsl-dx-2020-_JM#position=47&type=item&tracking_id=f8222799-a322-4f27-8f72-81c3247abad2
"
Cämara de reversa
","

Año
2019


Kilómetros
0 km


Marca
Mazda


Modelo
BT-50


Versión
BT50 3.2 Automática


Tipo de carrocería
Rural


Motor
3.2


Transmisión
Automática


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Malvin - Montevideo
",59.990,"
		Mazda Bt-50 3.2 Extra Full Automática
	",https://auto.mercadolibre.com.uy/MLU-471807485-mazda-bt-50-32-extra-full-automatica-_JM#position=22&type=item&tracking_id=f8222799-a322-4f27-8f72-81c3247abad2
"
TOYOTA HILUX SR 4X2 7 AIRBAGS+control de estabilidad MOTOR 2.4 CC 0 KM 150 HP TURBO INTERCOOLER , ENTREGA INMEDIATA COLOR: rojo YOUNG-RIO NEGRO
","

Año
2020


Kilómetros
0 km


Marca
Toyota


Modelo
Hilux


Versión
2.4 D.cab. T.dsl Dx


Tipo de carrocería
Pick-Up


Motor
2.4


Potencia
150 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Young - Río Negro
",49.990,"
		Toyota Hilux 2.4 D.cab. T.dsl Dx
	",https://auto.mercadolibre.com.uy/MLU-460919642-toyota-hilux-24-dcab-tdsl-dx-2020-_JM#position=21&type=item&tracking_id=f8222799-a322-4f27-8f72-81c3247abad2
"
TOYOTA HILUX D/C SR 4X2  DIESEL AÑO 20180KM
","

Año
2018


Kilómetros
0 km


Marca
Toyota


Modelo
Hilux


Versión
2.4 D.cab. T.dsl Sr


Tipo de carrocería
Pick-Up


Motor
2.4


Potencia
150 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Nueva Helvecia - Colonia
",47.990,"
		Toyota Hilux 2.4 D.cab. T.dsl Sr
	",https://auto.mercadolibre.com.uy/MLU-470625318-toyota-hilux-dc-sr-4x2-diesel-ano-2018-0km-_JM#position=18&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
VENDO, PERMUTO, FINANCIOESCUCHO OFERTAS
","

Año
2005


Kilómetros
272.700 km


Marca
Toyota


Modelo
Hilux


Versión
3.0 D/cab 4x4 Srv


Tipo de carrocería
Pick-Up


Motor
3.0


Potencia
125 hp


Transmisión
Manual


Color
Gris


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Piedras Blancas - Montevideo
",27.000,"
		Toyota Hilux 3.0 D/cab 4x4 Srv
	",https://auto.mercadolibre.com.uy/MLU-471474719-toyota-hilux-30-diesel-4x4-_JM#position=37&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
Excelente estado traiga su mecanico de confianza. 2 dueño habilitada para 9 pasajeros nunca fue vehiculo de trabajo uso familiar siempre. Sin perdidas ni consumo alguno. Motor un relojito. Bien de bateria y cubiertas. Su valor en posible permuta por auto nafta o disel es de 9300 dolares. A las ordenes por cualquier consulta.
","

Año
1998


Kilómetros
339.500 km


Marca
Hyundai


Modelo
H100


Versión
2.5 Truck 1.25 Gl


Tipo de carrocería
Pick-Up


Motor
2.5


Potencia
73 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Montevideo
",8.300,"
		Hyundai H100 2.5 Truck 1.25 Gl
	",https://auto.mercadolibre.com.uy/MLU-472610878-hyundai-h100-25-truck-125-gl-1998-_JM#position=39&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
Grupo AlerCamino Carrasco 5033 esquina Felipe Cardoso.Tel 2 524 4299 CONSULTE PARA VERLA - GRAN OPORTUNIDAD. Consulte por financiación.
","

Año
2013


Kilómetros
95.000 km


Marca
Foton


Modelo
Otros Modelos


Versión
Full


Único dueño
Sí


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Carrasco Norte - Montevideo
",16.800,"
		Foton View Para Turismo De Pasajeros - Grupo Aler
	",https://auto.mercadolibre.com.uy/MLU-449204649-foton-view-para-turismo-de-pasajeros-grupo-aler-_JM#position=43&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
Nueva Citroen Jumpy turbodiesel, el utilitario más espacioso de Citroen en el Uruguay.Las dimensiones son: 5.309 mm de largo, 1.920 mm de ancho y 1.945 mm de alto, con una distancia entre ejes de 3.275 milímetros. Peugeot declara un volumen de carga de 6,1 m³, mientras que la carga útil es de 1.500 kg. El depósito de combustible tiene 69 litros de capacidad. Cuenta con un depósito de urea (AUS32) para mejorar el funcionamiento del filtrado de partículas. La capacidad del depósito es de 20 litros y rinde unos 15.000 km.A nivel mecánico solo se ofrece una motorización turbodiesel BlueHDI 115, denominada DV6FCU. Tiene una cilindrada de 1.560 cc, 16 válvulas con turbocompresor, inyección directa common rail, e intercooler. Produce una potencia máxima de 115 cv a 3.750 rpm y un par motor de 300 Nm a 1.750 vueltas. Va asociado a una transmisión manual de seis velocidades.El esquema de suspensiones del cuenta con un esquema de eje con ruedas independientes tipo pseudo McPherson con barra estabilizadora, mientras que el eje trasero es de brazos arrastrados. Los frenos son de disco ventilados adelante y sólidos atrás. La dirección es de cremallera con asistencia hidráulica. La tracción es delantera. El peso en orden de marcha es de 1.801 kilogramosEQUIPAMIENTO: Incluye: frenos ABS+AFU, doble airbag especial para tres pasajeros, control electrónico de estabilidad (ESP), asistencia al arranque en pendiente (Hill Assist), pack eléctrico (levantavidrios delanteros, espejos y bloqueo), aire acondicionado, asiento del conductor con regulación en altura, volante regulable en altura y profundidad, control de velocidad de crucero con limitador de velocidad, dirección hidráulica, computadora de a bordo, Gear Shift Indicator (GSI), radio con AM/FM/MP3/Bluetooth/USB/Aux-In y audio streaming, cuatro parlantes, doble asiento delantero modular (Moduwork), puerta lateral deslizable derecha, anclajes de sujeción de carga (8), separador de cabina y espacio de cargas, y llantas de acero estampado de 16 pulgadas sobre neumáticos en medida 215/65 R16.Aceptamos PermutasTomamos su vehículo como parte de pago.Gestoría de trámites Contamos con gestora para la realización de todos los trámites y obtención de certificados necesarios de forma ágil. Gonzalo Ruiz AutomóvilesMontevideo Cerro Largo 851 Esquina Andes /Tel 29019669Horario de atención: lunes a viernes de 8:30 - 18.30rsDolores-SorianoRío Negro y Ruta 21 (Dolores) Teléfono 4534 4024 - Celular: 099 458 379 Horario: Lunes a Viernes 8:30 a 12 y 13 a 19 hrsSábado de 8:30 a 12 hrs.
","

Año
2020


Kilómetros
0 km


Marca
Citroën


Modelo
Jumpy


Versión
Pack Diesel


Tipo de carrocería
Furgón


Motor
1.6 HDI


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Dolores - Soriano
",29.990,"
		Nueva Citroen Jumpy Pack Diesel 115 Cv
	",https://auto.mercadolibre.com.uy/MLU-467389441-nueva-citroen-jumpy-pack-diesel-115-cv-_JM#position=13&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
PEUGEOT EXPERT 1.6 N1 PACKCOMBUSTIBLE: TURBO DIESEL ORIGEN: URUGUAYEQUIPAMIENTO:- DIRECCIÓN ASISTIDA- AIRE ACONDICIONADO- LEVANTA VIDRIOS ELÉCTRICOS DELANTEROS- DOBLE AIRBAG FRONTAL- CONTROL DE ESTABILIDAD- FAROS ANTINIEBLA-ABS-CONTROL Y LIMITADOR DE VELOCIDAD-CAJA MANUAL DE 6TA- ESPEJOS ELÉCTRICOS- RADIO, AUX, USB, MP3- PUERTA LATERAL CORREDIZA-CIERRE CENTRALIZADO DE PUERTAS CON COMANDO A DISTANCIA.ACERQUESE A UNA DE NUESTRAS SUCURSALESCONTAMOS CON FINANCIACION PROPIA Y BANCARIA A SOLA FIRMA Y CON LA MEJOR TASA DEL MERCADOTOMAMOS SU VEHICULO USADO COMO PARTE DE PAGO AL MEJOR PRECIO-SALTO (Avda Gobernador de Viana 1421) Tel. 092 561 539 - 099 489 432 - 099 489 473 - 098 835 884-ARTIGAS (Diego Lamas y Río Branco) Tel. 477 32 880-YOUNG (Montevideo esq. Vasco Nuñez) Tel. 456 73953-PAYSANDÚ (Avda Wilson Ferreira 2686) Tel. 472 50 181-MALDONADO (Santa Teresa 887) Tel. 422 63 646www.oliveraautomotores.com
","

Año
2020


Kilómetros
0 km


Marca
Peugeot


Modelo
Expert


Versión
EXPERT N1 PACK


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Salto
",29.990,"
		Peugeot Expert 1.6 N1 Pack
	",https://auto.mercadolibre.com.uy/MLU-472671219-peugeot-expert-16-n1-pack-_JM#position=24&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
GWM WINGLE 5 2.0 TURBO DIESEL 4X2 2.0 AÑO 2019 0 KM - Precio leasing: USD 19.664 Precio IVA Incluido: USD 23.990Motor 2.0 turbo Diesel de 137hp. Caja manual de 6 velocidadesControl de tracción y estabilidad SAN JOSÉ DE MAYO TE ESPERAMOS EN MUSSINI AUTOMOVILESLOCAL BARRIO PARQUECONCESIONARIO PARA VARIAS MARCAS CON ENTREGAS INMEDIATA Y AMPLIOS PLANES DE FINANCIACIÓN.TOMAMOS TU PERMUTATRABAJAMOS CON TODOS LOS BANCOS Y TE HACEMOS TODA LA GESTIÓN, SI LO DESEA...CONTAMOS CON ESCRIBANIA PROPIATE OFRECEMOS EL MEJOR PLAN EN SEGUROS DE VEHÍCULOS..TE ESPERAMOS..MUSSINI AUTOMÓVILESSAN JOSÉ DE MAYO, AV. JOSÉ PEDRO VARELA 1045CEL. 091 040 070EMAIL: rairotock2019@gmail.comhttps://www.facebook.com/mussini.automoviles.39LUNES A viernesHORARIO 09:00 A 18:30SÁBADOS 09:00 A 12:00
","

Año
2020


Kilómetros
0 km


Marca
Great Wall


Modelo
Wingle 5


Versión
wingle 5 CS


Tipo de carrocería
Pick-Up


Motor
2.4


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en San José - San José De Mayo - San José
",23.990,"
		Great Wall Wingle 5 2.0 Turbo Diesel Comun #consumo13 Mixto
	",https://auto.mercadolibre.com.uy/MLU-468451241-great-wall-wingle-5-20-turbo-diesel-comun-consumo13-mixto-_JM#position=35&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
BMW 530D AUTOM. U$S21.900.-Ctdo 50% y 12 ctas, SIN INTERESELIA GROUPCUAREIM 2030 ESQ. GUATEMALATEL. 2924 8988 - 2924 1819 - 094 543171 - 094 418657www.eliagroup.uyventas@eliagroup.uy
","

Año
2002


Kilómetros
262.000 km


Marca
BMW


Modelo
Serie 5


Versión
530D AUTOM. ELIA GROUP


Transmisión
Automática


Color
Beige


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Aguada - Montevideo
",21.900,"
		Bmw 530d Autom. Elia Group
	",https://auto.mercadolibre.com.uy/MLU-448561403-bmw-530d-autom-elia-group-_JM#position=19&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
Volkswagen Amarok TDI 4x2 manual 0km.Consulte disponibilidad de colores.FinanciaciónOfrecemos diferentes planes de financiación bancaria para adaptarnos a sus necesidades:- Financiamos el 100% del valor del auto hasta en 60 cuotas con Tasa Preferencial.PermutasTomamos su usado como forma de pago, por permutas con gusto lo recibiremos en nuestro local de Av. 8 de Octubre 2792 para realizar la tasación en el momento de su visita.GestoríaOfrecemos servicio de gestoría propia para que su única preocupación sea elegir su auto.Empadronamientos, acuerdos especiales con compañías de seguros, escribanía, libre de prenda y embargo, títulos y trámites en general.ServiciosTodo lo que su Volkswagen necesita está en Werner Bernheim. Servicio Oficial Volkswagen, Repuestos y Accesorios Originales, servicio de auxilio/remolque, taller de carrocería y pintura, alineación y balanceo, limpieza de tapicería, reparación y recarga de aire acondicionado.Werner Bernheim - Casa CentralTel: 2487 0304 / 099 628860Av. 8 de Octubre 2792Lun. a Vie. de 8 a 18:30 hs. Sáb. de 9 a 13 hswww.wernerbernheim.com.uy
","

Año
2020


Kilómetros
0 km


Marca
Volkswagen


Modelo
Amarok


Versión
2.0 Tdi 180cv 4x2 Highline


Tipo de carrocería
Pick-Up


Motor
2.0


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en La Blanqueada - Montevideo
",45.690,"
		Volkswagen Amarok 2.0 Tdi 180cv 4x2 Highline
	",https://auto.mercadolibre.com.uy/MLU-464893057-volkswagen-amarok-20-tdi-180cv-4x2-mt-highline-2020-0km-_JM#position=1&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
Foton View. Año 2010 motor diesel 2.8.15 pasajerosExcelente estado consulte por permutas y financiacion.
","

Año
2010


Kilómetros
136.287 km


Marca
Foton


Modelo
View


Versión
2.8


Tipo de carrocería
Furgón


Motor
2.8


Potencia
91 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Florida
",12.800,"
		Foton View 2.8
	",https://auto.mercadolibre.com.uy/MLU-472680710-foton-view-_JM#position=33&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
Auto al día y a mi nombre listo para tranferir. Aire,dirección,vidrios eléctricos delanteros. Cubiertas en buen estado
","

Año
1996


Kilómetros
293.000 km


Marca
Renault


Modelo
Laguna


Versión
Laguna


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Colón - Montevideo
",4.500,"
		Renault Laguna 2.2rn
	",https://auto.mercadolibre.com.uy/MLU-472674604-renault-laguna-22rn-_JM#position=11&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
GRUPOALER Camino Carrasco 5033 esquina Felipe Cardoso.Taller - Lunes a Viernes de 8:30 a 17:30 hrs. Tel 2 524 4299 ASESOR DE VENTAS - 095 845 698Consulte por financiacion
","

Año
2012


Kilómetros
120.000 km


Marca
Effa


Modelo
Aojun


Versión
Full


Tipo de carrocería
Pick-Up


Motor
MOTOR 3.2 TDI


Transmisión
Manual


Color
Gris oscuro


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Carrasco Norte - Montevideo
",10.490,"
		Pick Up Effa Plutus Diesel - Motor 3.2 Tdi - Grupoaler
	",https://auto.mercadolibre.com.uy/MLU-470737421-pick-up-effa-plutus-diesel-motor-32-tdi-grupoaler-_JM#position=4&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
FURGON CARGA 3.500Kg.MOTOR DURAMAX 6.6TURBOCAJA AUTOMATICA 4TA. C/AUTOBLOCANTEELIA GROUPCUAREIM 2030 ESQ. GUATEMALATEL. 2924 8988, 2924 1819, 094 543171, 094 4186557www.eliagroup.uyventas@eliagroup.uy
","

Año
2006


Kilómetros
490.000 km


Marca
Chevrolet


Modelo
CHEVY VAN EXPRESS


Versión
FURGON


Tipo de carrocería
Van


Motor
6.6 TURBO V8


Transmisión
Automática


Color
Blanco


Tipo de combustible
Diésel


Puertas
6





","





El vehículo está en Aguada - Montevideo
",21.900,"
		Furgon Chevrolet Van Express Elia Group
	",https://auto.mercadolibre.com.uy/MLU-459990828-furgon-chevrolet-van-express-elia-group-_JM#position=2&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
HYUNDAI H1 MINIBUS ORIGINALMOTOR 2,5 DIESEL, VIENE PARA GASOIL COMÚN !!VIENE TODO ORIGINAL : AIRE ACONDICIONADO DUAL, VENTANAS, ASIENTOS, CINTURONES DE SEGURIDAD, , TENGO VARIAS CAMIONETAS, DESDE AÑO 2010 A 2'012. SON CAMIONETAS MUY CUIDADAS, USADAS PARA LLEVAR DOCUMENTOS, COSAS LIVIANAS, ETC.POSIBILIDAD DE PERMUTA POR AUTO DEL AÑO 2005 EN ADELANTE.WHATSAPP, SMS Y LLAMADAS AL 095 074 789.
","

Año
2010


Kilómetros
88.000 km


Marca
Hyundai


Modelo
H1


Versión
Minibus C/ AIRE


Único dueño
Sí


Tipo de carrocería
SUV


Motor
2.5


Potencia
170 hp


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Montevideo
",27.900,"
		Hyundai H1 Minibus C/ AIRE
	",https://auto.mercadolibre.com.uy/MLU-471335120-hyundai-h1-minibus-12-pasajeros-_JM#position=46&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
TOYOTA HILUX SRV 3.0 AÑO 2013 MUY BUEN ESTADO  TODO AL DIA...POR CONSULTAS AL CEL 099536877 CARDONA SORIANO
","

Año
2013


Kilómetros
194 km


Marca
Toyota


Modelo
Hilux


Versión
3.0 Cd Srv Cuero Tdi 171cv 4x2


Tipo de carrocería
Pick-Up


Motor
3.0


Potencia
171 hp


Transmisión
Manual


Color
negra


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Florencio Sánchez - Colonia
",34.500,"
		Toyota Hilux 3.0 Cd Srv Cuero Tdi 171cv 4x2
	",https://auto.mercadolibre.com.uy/MLU-472537005-toyota-hilux-srv-30-2013-muy-buen-estado-_JM#position=44&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
CHEVROLET S10 , MOTOR MWM , DIESEL , 4X4 , FULL CON A/A Y D/H!!!!!- IMPECABLE ESTADO-PATENTE AL DIA-DOCUMENTACION AL DIA- 198 MIL KM !!!
","

Año
2005


Kilómetros
198.001 km


Marca
Chevrolet


Modelo
S10


Versión
2.8 4x4 Dc Dlx


Tipo de carrocería
Pick-Up


Motor
2.8


Potencia
200 hp


Transmisión
Manual


Color
Azul


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Salto
",12.200,"
		Chevrolet S10 2.8 4x4 Dc Dlx
	",https://auto.mercadolibre.com.uy/MLU-471255830-chevrolet-s10-28-cc-ano-2005-diesel-mwm-4x4-full--_JM#position=12&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
BMW X3 2.0 DIESEL X-DRIVE 2011 60.000km. CAJA MANUAL U$S42.900.- ELIA GROUPCUAREIM 2030 ESQ. GUATEMALATEL. 2924 8988 - 2924 1819 - 094 543171 - 094 418657www.eliagroup.uyventas@eliagroup.uy
","

Año
2011


Kilómetros
60.000 km


Marca
BMW


Modelo
X3


Versión
2.0 Diesel X-Drive ELIA GROUP


Único dueño
Sí


Tipo de carrocería
SUV


Motor
2.0T


Transmisión
Manual


Color
Bordó


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Aguada - Montevideo
",42.900,"
		Bmw X3 2.0d X-drive Elia Group
	",https://auto.mercadolibre.com.uy/MLU-456999635-bmw-x3-20d-x-drive-elia-group-_JM#position=15&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
PRECIO LEASING!!ENTREGA INMEDIATA COLOR BLANCOCONSULTE COLORESUSD 37.990 + IVAMotor2.500 cc.4 CilindrosPotencia161 hpTransmisiónManual de 6 velocidadesSuspensiónTrasera multi-link con eje rígidoDimensionesLargo5254 mmAncho1850 mmAltura1831 mmCapacidad De Carga963 kg incluyendo pasajerosEquipamiento:Vidrios eléctricosBloqueo centralizadoDirección asistida eléctricamenteAire acondicionadoComputadora de abordoTomacorrientes 12vLlantas rodado 16AUTOMOTORA 33 - Concesionario oficial Volkswagen, Nissan, Renault y JMCManuel Meléndez 979 - Treinta y TresTel: 4452 2447Juan Antonio Lavalleja 656 - Treinta y TresTel: 4452 6088Encontranos en Facebook- https://www.facebook.com/automotora33/Instagram- @automotora33
","

Año
2020


Kilómetros
0 km


Marca
Nissan


Modelo
Frontier


Versión
NP 300 4x4 S Diesel


Tipo de carrocería
Pick-Up


Motor
2.5


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Treinta Y Tres
",37.990,"
		Nissan Frontier Np 300 4x4 S Diesel 0 Km
	",https://auto.mercadolibre.com.uy/MLU-472823338-nissan-frontier-np-300-4x4-s-diesel-0-km-_JM#position=21&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
vendo, permuto fiat strada con hidráulica super económica toda l documentacion al dia
","

Año
2001


Kilómetros
200.000 km


Marca
Fiat


Modelo
Strada


Versión
con dirección hidraulica


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Otras - Soriano
",8.000,"
		Fiat Strada Con Dirección Hidraulica 2001
	",https://auto.mercadolibre.com.uy/MLU-456343945-fiat-strada-con-direccion-hidraulica-2001-_JM#position=42&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
Hyundai H350 AMBULANCIA, ESCOLARES, FURGÓN, PASAJEROS 2.5 Año 2020 0 km - USD 43.360.(Consultar disponibilidad de colores)Equipamiento:Motor 2500 cc. Diesel • Transmisión Manual de 5 Velocidades • Dirección Eléctrica.Airbag conductor • Airbag pasajero • Frenos ABS • Aire acondicionado • Computadora de abordo • Cristales eléctricos • AM/FMGarantíaGarantía de 5 años libre de kilometraje con el respaldo de postventa brindado por Nacho Inciarte Automóviles como concesionario y servicio oficial Hyundai.Financiación- Bancaria: A sola firma hasta el 80% del valor del vehículo y hasta en 48 cuotas en Pesos, Unidades Indexadas ó Dólares (sujeto a aprobación crediticia).- Propia: Hasta el 50% del valor del vehículo y hasta en 48 cuotas en Pesos ó Dólares.Consulta el valor de la cuota.PermutasAceptamos vehículos usados de todas las marcas como forma de pago, consulte sin compromiso.GestoríaContamos con Gestoría, Corredor de Seguro de todas las compañías y Escribanía propia para realizar la compra de su vehículo.Nacho Inciarte Automóviles Tel: 098 692182 / 2604 4821 WhatsApp: 098 692182 Av. de las Américas 5022. Parque Miramar, Canelones. Lun. a Vie. 9 a 13 y 14:30 a 18:30 hs. www.nachoinciarte.comPublicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Hyundai


Modelo
H350


Versión
AMBULANCIA, ESCOLARES, FURGÓN, PASAJEROS


Tipo de carrocería
Furgón


Motor
2.5


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Barra De Carrasco - Canelones
",43.360,"
		Hyundai H350 Ambulancia, Escolares, Furgón, Pasajeros 2.5 
	",https://auto.mercadolibre.com.uy/MLU-469009433-hyundai-h350-ambulancia-escolares-furgon-pasajeros-25-_JM#position=20&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
"
VENDO O PERMUTO. CHEVROLET TRAKER, DIÉSEL, AÑO 2005, EXTRA FULL, 4X4, PRECIO 12490 DOLARES.FINANCIO HASTA EL CUARENTA POR CIENTO DEL VALOR DEL VEHÍCULO. TEL.099023123
","

Año
2005


Kilómetros
301.000 km


Marca
Chevrolet


Modelo
Tracker


Versión
TRAKER 2.0 DSL 4X4


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Progreso - Canelones
",12.490,"
		Chevrolet Tracker Traker 2.0 Dsl 4x4
	",https://auto.mercadolibre.com.uy/MLU-471317491-chevrolet-tracker-traker-20-dsl-4x4-_JM#position=3&type=item&tracking_id=9b05d62b-f68b-4b86-af8d-0b0799cb536a
