body,title
"
Scarlett Johansson aprovecha la cuarentena para ocuparse de algunas tareas en casa. Aunque es la actriz mejor pagada de Hollywood, ella se ocupa de la limpieza de su camioneta. 

Los paparazzis captaron a la estrella de las películas de The Avengers en los Hamptons con un look fresco para llevar a cabo sus labores. Utilizó un minivestido de color azul con puntos blancos y botones al frente para resaltar su figura y sus piernas tonificadas. 

Johansson optó por combinar el outfit con unos tenis de mezclilla y unos lentes para cubrirse del sol. Además, recogió su cabello rubio para que no le estorbara al maniobrar en la camioneta. 


Foto Grosby Group 

La estadounidense, de 35 años de edad, nunca se quitó el cubrebocas que portaba, como parte de las medidas sanitarias por la pandemia del coronavirus. 

La modelo aspiró cada rincón de su SUV de color negro, desde los asientos delanteros hasta la cajuela. 


Visita: Stassie Karanikolaou celebra su cumpleaños y deslumbra en bikini


Scarlett Johansson ha pasado el confinamiento por el Covid-19 en los Hamptons, en el estado de Nueva York, en compañía de su prometido Colin Host, actor del programa Saturday Night Live. 

La pareja se comprometió en mayo de 2019 luego de casi un año y medio de noviazgo. Este será el primer matrimonio del comediante y el tercero de Scarlett, pues previamente estuvo casada con Ryan Reynolds y con el curador de arte Romain Dauriac.

 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Marvel Studios (@marvelstudios) el 3 de Abr de 2020 a las 12:40 PDT





La semana pasada, la celebridad se unió al especial de dos horas CMT Celebrates Our Heroes para presentar la actuación de Miranda Lambert y ofrecer un mensaje de agradecimiento para los cuerpos de emergencia que se mantienen activos durante la emergencia sanitaria. 

Mira en la galería de arriba más fotos de Scarlett Johansson.


No te pierdas: Elizabeth Hurley irradia belleza con bikini ‘animal print’ 


 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Dixit | fanpage (@scarlettaddicted) el 3 de Jun de 2020 a las 8:20 PDT





pb

 
",
"
El secretario de Gobierno municipal de Querétaro, Apolinar Casillas Gutiérrez, descartó que exista una fecha definida para la reapertura de cines en la capital queretana.

Agregó que una cadena de cines ya se acercó para presentar el protocolo sanitario, mismo que están revisando, y dijo, es una propuesta viable; sin embargo, todavía no hay una fecha definida para que estos complejos reanuden actividades.

Se estima que puedan regresar con la admisión de 30% de su capacidad, pero recalcó, la autoridad sanitaria es la que tiene la última palabra: “Nos parece atractiva y sólida su propuesta, tan es así que puedo confirmar que en Aguascalientes sí iniciaron esta semana”.

Apoyos a comerciantes

En tanto, el secretario General de Gobierno aseveró que no habrá más apoyos de los que ya se han otorgado para comerciantes de la capital queretana con motivo de la contingencia por Covid-19.

Añadió que el gobierno municipal de Querétaro acordó trabajar de forma coordinada con los grupos de comerciantes que la mañana del lunes se manifestaron para solicitar la reapertura de sus negocios.

La mañana del lunes hubo dos manifestaciones con más de 50 vehículos que formaron caravanas, un grupo se concentró en la plaza de Santa Cecilia y el otro en un supermercado ubicado en Centro Sur.

“Todas las agrupaciones de comercio establecido y en vía pública se deslindaron de esta movilización (...) Se identificaron personajes vinculados a Morena, estuvo Juan Pablo Vega Pichardo, integrante de Ciudadanos Defendiendo a Querétaro por ese partido; y Fernando Flores Pérez, identificado como militante”, agregó.

Explicó que lo primero que harán es generar el protocolo específico de sanidad acorde a las características de su giro y localización, para así estar listos cuando la autoridad sanitaria autorice el regreso a la nueva normalidad.

“El planteamiento es entendible, lo hemos dicho, entendemos el impacto que está contingencia por la pandemia ha tenido en la economía y quisiéramos dar luz verde para iniciar pronto la reactivación económica (...) La autoridad sanitaria determinará cuáles de los giros no esenciales podrán reactivarse, en qué porcentaje de aforo, de qué forma se dará gradualmente el retorno a la nueva normalidad”, detalló.

Destacó que el único apoyo que continúa disponible es la solicitud de créditos preferenciales para micro, pequeñas y medianas empresas.

 
",Indefinida la fecha para reabrir las salas de cine
"Metepec.— Dos personas perdieron la vida en una volcadura sobre avenida Las Torres, en este municipio del Estado de México. 
El accidente ocurrió alrededor de las 20:00 horas de este miércoles, en las inmediaciones de la comunidad de San Salvador Tlizaltlali y San Jerónimo Chicahualco.
En ese punto, sobre los carriles laterales con dirección a Toluca y casi frente el restaurante El Sinaloense, ocurrió la espectacular volcadura. 
Testigos aseguraron que un Nissan Tiida, color gris plata, era conducido a exceso de velocidad. Tras escuchar un rechinido de llantas, el auto se estrelló contra los bloques de cemento del retorno y, tras dar varias volteretas, terminó en el estacionamiento del restaurante. 
Dos de los pasajeros salieron disparados. Paramédicos de Protección Civil llegaron al sitio para cortar partes del vehículo y sacar a uno de los tripulantes. Sólo él, que viajaba en la parte trasera, pudo ser rescatado vivo, por eso fue llevado a un hospital donde está grave.
",
"
La Vicefiscalía Regional de la Costa investiga la muerte de dos personas presuntamente a causa del consumo de una bebida alcohólica adulterada, en una fiesta realizada el domingo pasado en la comunidad El Zapotal del municipio de San Pedro Pochutla.

Según reportes extraoficiales se habla de tres personas muertas y cuatro más en estado de salud grave.

Las dos personas fallecidas, confirmadas por la Jurisdicción Sanitaria de la región Costa de Oaxaca, estuvieron en la fiesta y consumieron una bebida refrescante, tradicional de esta zona del estado, la cual denominan: “cocol”, ésta es básicamente agua de coco mezclada con otras frutas y yerbabuena, que se puede tomar natural o con alcohol.

En una entrevista radiofónica, el médico José Luis Aquino Salinas, quien atendió a tres personas que estuvieron en la fiesta, relató que el pasado lunes 8 de junio recibió a un paciente prácticamente inconsciente, que fue llevado por el padre y el hermano a su consultorio particular.

Los familiares del paciente le informaron que había ingerido “cocol” en una fiesta realizada el día anterior, es decir, el domingo 7 de junio.

“El paciente se sintió muy mal e inmediatamente lo atendimos. Afortunadamente el primer paciente tuvo muy buena respuesta a la rehidratación, así como a la aplicación de medicamentos, y se empezó a recuperar en menos de 15 minutos”, declaró.

Sin embargo, relató que una hora después llegó una pareja con los mismos síntomas. La mujer estaba aún más grave y con dificultades para respirar; se le detectó que tenía un fallo cardiaco e inmediatamente ella y su esposo fueron trasladados al Hospital Regional de San Pedro Pochutla.

“Tenía signos y síntomas similares a los de intoxicación etílica o por consumo de alcohol adulterado. Desconozco realmente qué fue lo que ingirieron los tres pacientes, fue lo que ellos reportaron, los tres dijeron haber estado en la misma fiesta y haber consumido el mismo tipo de licor”, explicó el médico José Luis Aquino.
",Investigan presunta muerte de dos personas por beber “cocol” con alcohol adulterado
"
Un debate político sobre la violación de derechos humanos en Jalisco, a partir del asesinato de Giovanni López Medina, fue ocasión para que las bancadas en la Comisión Permanente mostraran casos de violencia y asesinato cometidos contra jóvenes en Tamaulipas, Veracruz, Ciudad de México y Baja California, en el marco de la emergencia sanitaria.

Morena chocó contra Movimiento Ciudadano, que acusó intentos de desestabilizar al gobierno de Jalisco, cuyo desempeño contrasta con los resultados crecientes de enfermos y muertos por Covid-19 de la estrategia federal.

Bajo la conducción de la presidenta de la Comisión Permanente, la senadora Mónica Fernández Balboa, se abrió el debate con la participación de Javier Hidalgo (Morena) quien afirmó:

“A Enrique Alfaro se le hizo fácil tratar de aprovechar la pandemia para recuperar credibilidad, contrastándose con los lineamientos científicos que la Federación tomaba, pero el asesinato de Giovanni sacudió su administración”.

Agregó: “[El asesinato a] sangre fría tenía origen en un decreto del gobernador para enfrentar el Covid-19, que lamentablemente incluía el delito administrativo [que establecía] que podría criminalizarse al no usar cubrebocas”. Subrayó que Alfaro “actuó con cobardía; no asumió su responsabilidad y reprimió al pueblo que protesta”.

La senadora priista Claudia Ruiz Massieu Salinas señaló que ayer se debatió el caso de Jalisco, porque es prioridad para los intereses políticos de la mayoría.

“Pareciera que no importa cuál sea la emergencia, el grupo de la mayoría oficial siempre buscará anteponer su agenda particular por encima del interés nacional; pretenden distraer la atención de los grandes problemas nacionales y desgastarnos en la discusión de un tema que el propio gobierno ha politizado a su conveniencia hasta convertirlo en una fuente de conflicto social”, acusó.

Julen Rementería del Puerto, del PAN, preguntó repetidamente: “¿Dónde está el Presidente?”, por los resultados insuficientes de su gestión en materia de seguridad, y el combate a la pandemia.

“Condenamos muchísimo [la violencia] en la Ciudad de México; ¿Qué pasa con Melanie, de 16 años, brutalmente golpeada, por la policía capitalina, y de ella, ni una sola mención de los legisladores del partido mayoritario se ha dicho. En Veracruz, donde también gobierna Morena, un joven de 33 años, también brutalmente golpeado, y que después se dijo sufrió un infarto en la cárcel y murió”.

Criticó que el Presidente estuvo de gira por Yucatán, Quintana Roo, Chiapas, Campeche y Tabasco, por el Tren Maya, y no volteó a ver a la población afectada por las lluvias de esos días.

Al respecto, la diputada priista Dulce María Sauri apuntó: “No hay memoria de lluvias tan intensas y prolongadas, tal vez equiparables a las que provocó el huracán Isidoro hace unos 20 años”.
",Chocan en la Permanente por conflicto con Alfaro 
"





Antes de alcanzar fama por su peculiar forma de narrar los partidos de fútbol, Enrique Bermúdez de la Serna comenzó su peregrinar en Guadalajara, ciudad donde conoció a su esposa y madre de sus dos hijos, Leticia Torres Prince.
El experimentador locutor deportivo recordó su inicio en el Canal 58 y cómo un día la persona idónea lo escuchó para invitarlo a participar en los programas de Televisa.
Fue en la ‘Perla de Occidente’ donde la familia del ‘Perro’ tuvo su origen; su hijo Vadhir y su bella Jordana vivieron su infancia en esta ciudad y pronto iniciarán un peregrinar por varias ciudades del país para acompañar al comentarista.
Con el paso de los años, la pequeña se convirtió en una belleza, en la actualidad Jordana tiene 28 años y dedica su vida a su profesión.
Pocas son las fotos que comparte Enrique con su familia, pero en sus redes sociales debes en cuando muestra la belleza de su heredera, la cual la heredó de su mamá.
VER:
Tania Rincón deja deportes y vuelve a espectáculos
",La bella heredera tapatía del ‘Perro’ Bermúdez
"
La modelo Kate Upton, famosa por ilustrar las portadas más icónicas de Sports Illustrated Swimsuit, deslumbró en su cuenta de Instagram con una fotografía para celebrar su cumpleaños número 28. 

La estrella de las pasarelas posó en la cocina de su casa ataviada con un vestido ceñido de estampado de hojas verdes. La prenda, con mangas cortas y escote profundo, se ajustó a su silueta curvilínea. 

Kate Upton brindó por su felicidad con una copa. Se paró frente a su pastel de cumpleaños y al lado de pequeñas cajas de regalo apiladas. Lució su belleza al natural casi sin maquillaje en la piel; únicamente usó labial rojo y delineador de cejas. Sujetó su cabellera en un moño alto. 


“Este ha sido un cumpleaños tan especial: cualquier día rodeado de seres queridos es increíble, ¡y estoy muy agradecida por mis amigos y familiares que celebraron y enviaron mensajes desde lejos! #28”, escribió en el pie de foto. 





 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Kate Upton (@kateupton) el 10 de Jun de 2020 a las 3:52 PDT




Con el post, sumó más de 280,000 reacciones y cientos de comentarios de amigos y fanáticos que la felicitaron por cumplir un año más de vida. 

Recomendamos: Scarlett Johansson conquista los Hamptons con minivestido azul

La modelo está pasando el confinamiento junto a sus esposo Justin Verlander, quien juega para el equipo de beisbol de los Astros de Houston. Por supuesto también con su pequeña hija Genevieve, de un año de edad. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Kate Upton (@kateupton) el 26 de Nov de 2019 a las 10:07 PST




Justin y Kate revelaron que donarán cada uno de sus cheques de pago durante la pandemia a organizaciones benéficas. Recientemente, Kate ha estado apoyando al movimiento Black Lives Matter que resurgió con fuerza tras el asesinato del afroamericano George Floyd. 

La supermodelo reveló en Instagram que ella y Justin están haciendo una donación al Fondo de Defensa Legal de NAACP.

Kate Upton saltó a la fama por participar en Sports Illustrated en 2011. Pero a la vez que se convertía en una de las modelos más aclamadas de la industria, también lidiaba con las presiones por los estándares de belleza y críticas por su complexión física.

Confiesa que durante un tiempo se sintió abrumada, pero después decidió que no dejaría que las opiniones y expectativas de los demás se interpusieran en su camino. 

Mira las fotos de Kate Upton en la galería. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Kate Upton (@kateupton) el 26 de Feb de 2020 a las 11:45 PST




Lee: Luchadora de la WWE ‘conquista’ Instagram con bikini azul
",
"
Un juez federal suspendió de manera provisional “todos los efectos y consecuencias del Acuerdo por el que se emite la Política de Confiabilidad, Seguridad, Continuidad y Calidad en el Sistema Eléctrico Nacional”, emitido por la Secretaría de Energía (Sener) el 15 de mayo.
Dicho acuerdo, publicado en el Diario Oficial de la Federación, frena las inversiones en energías renovables.
El titular del Juzgado Segundo Especializado en Competencia Económica, Juan Pablo Gómez Fierro, concedió una suspensión provisional a la organización Greenpeace contra esta política del gobierno federal.
“Que se suspendan todos los efectos y consecuencias del Acuerdo por el que se emite la Política de Confiabilidad, Seguridad, Continuidad y Calidad en el Sistema Eléctrico Nacional, publicado en el Diario Oficial de la Federación el quince de mayo de dos mil veinte”, determinó el juzgador.
En la resolución, el juzgador señaló que  la Comisión Reguladora de Energía y el Centro Nacional de Control de Energía, deberán abstenerse de cumplir con las obligaciones generales y particulares del acuerdo reclamado.
“Es importante precisar que todas las autoridades, en el ámbito de sus competencias, están obligadas a cumplir con la suspensión provisional otorgada, aún en el supuesto de que no hubieren sido llamadas como responsables, de conformidad con lo dispuesto por los artículos 158 y 197 de la Ley de Amparo, por lo que deberán abstenerse de seguir los lineamientos que conforme al acuerdo reclamado deben regir para el funcionamiento del Sistema Eléctrico Nacional y de llevar a cabo las actividades que ahí se precisan”.
Para efectos de no generar un vacío normativo durante la vigencia de esta medida cautela. el juez ordenó a la Secretaría de Energía, la Comisión Reguladora de Energía y el Centro Nacional de Control de Energía aplicar las disposiciones que se encontraban vigentes previamente a la expedición de los actos reclamados.

MAOT
",Juez suspende de manera provisional acuerdo eléctrico de Sener
"
“Fueron días muy duros para mí y mi familia. Cuando acudí al hospital, la angustia me invadió ante la posibilidad de que me había contagiado por el virus”, contó Andrés, un hombre de 51 años de edad, luego de salir del Hospital General número 1 del IMSS, el pasado 22 de mayo.

Desde el primer día en que ingresó al nosocomio, el estado de salud del paciente se complicó progresivamente, por lo que fue necesario incorporar equipo de ventilación mecánica por un lapso de 48 horas, además de fisioterapia pulmonar y farmacológica, dijo el médico especialista Daniel Osvaldo Villaseñor, jefe de la Unidad de Cuidados Intensivos.

Posteriormente, refirió que el paciente respondió satisfactoriamente a las diversas intervenciones médicas y a la fisioterapia pulmonar, por lo que después de ocho días de hospitalización fue dado de alta.

Expuso que en el historial clínico de Andrés no se registran factores de riesgo como diabetes, hipertensión u obesidad; no obstante, resultó positivo a la prueba de Covid-19.

“En todo ese tiempo que estuve en el hospital siempre recibí el cuidado profesional del personal de salud: médicos, enfermeras y enfermeros, trabajadoras sociales, camilleros, de limpieza. A todos quienes tuvieron una relación conmigo mientras estuve ahí, les agradezco y reconozco su atención humana”, expuso Andrés.

El hombre comentó que después de esta difícil situación, continuará bajo vigilancia médica y deberá seguir con sus ejercicios de la fisioterapia pulmonar, entre otras indicaciones, para su recuperación y bienestar.

etp
","“La angustia me invadió ante la posibilidad de haberme contagiado de coronavirus"""
"
Con el uso de una camioneta de lujo, cubrebocas y barretas con las que abren portones, sujetos realizan robo de residencias en Lomas Verdes y Bellavista, en la zona limítrofe entre Naucalpan y Tlalnepantla, alertan vecinos que difundieron videos para que los colonos identifiquen a los sujetos.
El sábado 6 de junio, una camioneta tipo Jeep de color blanco llegó a calles del fraccionamiento Las Alteñas, un sujeto con cubrebocas descendió de la camioneta, tocó el timbre y acercó el oído a la puerta para verificar que la casa estuviera vacía.
Al ver el paso de un ciclista, volvió a subir a la camioneta que ya se había estacionado en batería igual que el resto de los autos, para evitar sospechas; al volver a quedar la calle vacía  desciende y con una barreta en un tiempo de 12 segundos, abrió el portón.
Tras del primer sujeto, descendieron de la camioneta otros dos hombres con cubrebocas y barretas que ingresaron a robar una residencia, mientras el conductor de la camioneta se alejó del lugar, para regresar después por sus cómplices.

 

En Naucalpan y Tlalnepantla los robos no cesan ni por Covid-19, ladrones usan cubrebocas; así es como operan los grupos delictivos : Especial https://t.co/ZvVqPKHz9c pic.twitter.com/HeFHR4LfPo
 — El Universal (@El_Universal_Mx) June 10, 2020


La misma camioneta Jeep de color blanco fue captada en Bellavista, de donde también descendió un hombre con cubrebocas y realizó la misma rutina, al llegar frente a una casa toca el timbre y se acerca para escuchar algún movimiento.
Sin embargo en Bellavista, esta acción fue detectada por policías en bicicleta uno de los cuales se acerca a la camioneta para preguntar el motivo de la visita, mientras vecinos salieron a la calle, lo que desalentó otro posible robo.
Ambos videos son difundidos por vecinos, para que los colonos identifiquen esta forma de operar de grupos delictivos, al tiempo que pidieron mayor vigilancia de policías estatales y municipales.

 

Vecinos de Lomas Verdes y Bellavista difundieron videos para que los colonos identifiquen la forma de operar de los grupos delictivos https://t.co/ZvVqPKHz9c pic.twitter.com/M7o4zRop6Y
 — El Universal (@El_Universal_Mx) June 10, 2020

afcl/nv
",En Naucalpan y Tlalnepantla los robos no cesan ni por Covid-19; ladrones usan cubrebocas
"





La Comisión Metropolitana de Instituciones Públicas de Educación Media Superior (COMIPEMS), informó a los aspirantes registrados para participar en la edición 2020 del Concurso de Asignación a la Educación Media Superior de la Zona Metropolitana de la Ciudad de México, que:

Como consecuencia de la contingencia sanitaria que se vive en el país a consecuencia del coronavirus Covid-19, se pospone la aplicación del examen correspondiente al Concurso de Asignación 2020 organizado por la COMIPEMS, la cual estaba programada para los días 20 y 21 de junio del presente.

¿Cuál será la nueva fecha para presentar el exámen?
Comipems, señaló a través de su página de internet que la aplicación del examen señalado se llevará a cabo los días 8, 9, 15 y 16 de agosto del año en curso. Para tal efecto, la Comisión atenderá las disposiciones sanitarias que emitan las autoridades competentes.
Concurso de asignación del Comipems
El objetivo principal del concurso es asignar a los aspirantes en las opciones educativas que ofrecen las instituciones convocantes, tomando como base los conocimientos básicos y habilidades generales del plan y programas de estudio de secundaria, así como las preferencias de cada participante por ciertas opciones educativas, siempre y cuando cumplan con los requisitos.
El concurso de asignación a las instituciones públicas de educación media superior, además de estar consolidado y definido como un proceso académico-administrativo, transparente, pertinente e igual para todos los aspirantes, fortalece y confirma los compromisos asumidos por la Comipems desde su creación, que son: 


Informar con la mayor claridad posible acerca de las características de cada uno de los tipos de bachillerato, planteles y especialidades que ofrecen las instituciones públicas de educación media superior en la Zona Metropolitana de la Ciudad de México (ZMCM).


 Asegurar la igualdad de condiciones a todos los aspirantes durante el concurso de asignación.


 Contar con elementos objetivos que permitan mejorar los procesos de planeación de la oferta de Educación Media Superior en la región.


 Ampliar los mecanismos de colaboración y coordinación entre las autoridades educativas de los gobiernos Federal y del Estado de México.


En qué escuela me puedo quedar al presentar el examen del Comipems 
Todos aquellos alumnos que aprueban el Concurso de Asignación a la Educación Media Superior de la Zona Metropolitana (Comipems) pueden quedarse en las siguientes instituciones de educación media: 
El Colegio de Bachilleres (COLBACH)
El Colegio Nacional de Educación Profesional Técnica (CONALEP),
La Dirección General del Bachillerato (DGB)
La Unidad de Educación Media Superior Tecnológica Agropecuaria y Ciencias del Mar (UEMSTAyCM)
La Unidad de Educación Media Superior Tecnológica Industrial y de servicios (UEMSTIS)
El Instituto Politécnico Nacional (IPN)
La Secretaría de Educación del Gobierno del Estado de Méxicop (SE)
La Universidad Autónoma del Estado de México (UAEM)
La Universidad Nacional Autónoma de México (UNAM)
 
También te puede interesar:b 
Becas Benito Juárez realizarán pago a partir de la próxima semana
Nuevo calendario escolar SEP y Plan de regreso a clases escalonado
Padrón de Becas Benito Juárez puede cambiar cada bimestre
 
","Nuevas fechas para examen COMIPEMS 2020, ¿cuándo son?"
"
El Consejo Coordinador Empresarial (CCE) aseguró que los ajustes hechos en los cargos por el servicio de transmisión provocarán un alza en los precios de transmisión o de porteo entre 500% a 900%, lo que impactará los precios de la electricidad, el empleo, los costos de vida de los mexicanos, de la producción y afecta a la economía mexicana.
Aseguró que el “electrolinazo” es ilegal, inadmisible e indefendible porque se basa en una resolución que aprobó la Comisión Reguladora de Energía (CRE), con total opacidad, el pasado 28 de mayo la cual no es pública.
El CCE afirmó que no siguió el procedimiento de consulta pública ni análisis costos-beneficio que manda la Ley Federal de Mejora Regulatoria; y la resolución de la CRE sigue la pauta marcada por Comisión Federal de Electricidad que en un pliego petitorio pidió hacer dichos cambios.
Afirmó que en materia eléctrica se sigue el camino para desvirtuar los Certificados de Energía Limpia y “adoptar acuerdos y políticas a modo”.
Lea también: Sector privado acusa electrolinazo
Añadieron que nuevamente las autoridades ignoran  la evidencia sobre los impactos y repercusiones que tendrá ese aumento sobre los consumidores y la economía.
“Han atropellado la Ley de la Industria Eléctrica y tratados internacionales, que delimitan y reconocen el modelo de autoabastecimiento y sus mecanismos para establecer las tarifas de porteo”, destaca.
Además, advirtió que “las amplias consecuencias de esta acción desafortunadamente impactarán a la competitividad, al empleo, a las exportaciones, a los mexicanos y su costo de vida. Este “electrolinazo” es indefendible”.
cev
",“Electrolinazo” impactará en precios de electricidad y empleo: CCE
"
La visa de inversores EB-5, que otorga la tarjeta de residencia (green card) a familias extranjeras que prestan 900.000 dólares a desarrollos inmobiliarios en Estados Unidos, es una buena herramienta para mitigar los efectos económicos de la pandemia, según señalan expertos financieros. 

Cuando el 22 de abril pasado el presidente Donald Trump suspendió temporalmente la entrada al país de personas que querían obtener esas tarjetas, hizo una excepción a los interesados en el programa EB-5, entre los cuales hay muchos latinoamericanos. 

No es extraño que lo hiciera, pues esta categoría de visa proporciona miles de millones de dólares a la economía estadounidense. 

La Green Card como interés 

Entre 2008 y 2015, la visa EB-5 atrajo más de 20,000 millones en inversiones y creó más de 730,000 empleos, según IIUSA, una organización sin fines de lucro que monitorea las visas EB-5 y los cambios propuestos para esta visa de inversión. 

Los fondos que la familia solicitante de la EB-5 aporta le son reembolsados una vez que el proyecto inmobiliario se completa.

Recomendamos:  ¿Cuáles son los requisitos para obtener la visa ‘dorada’ EB-5? 

Luego de aplicar para la visa, la residencia se les otorga, generalmente, en menos de 2 años a familias de América Latina. 

""El programa EB-5 está diseñado para que los fondos se devuelvan al inversionista en aproximadamente 5 años,"" dijo David Amaro, director de America Capital Markets de LS NYRC, firma que desarrolla proyectos inmobiliarios con los fondos captados con esa visa, en unas declaraciones facilitadas a Efe por la agencia de comunicación Top of Mind. 

""Si bien puede parecer que el retorno de la inversión es relativamente bajo en comparación con otros vehículos de inversión, el objetivo principal de estos inversores es tener un camino directo a la ciudadanía estadounidense para toda la familia en un período de tiempo relativamente corto"". 

""Los inversores EB-5 no buscan hacer una inversión por los retornos sino para los beneficios de inmigración"", subraya. 
Aunque las restricciones impuestas el 22 de abril fueron levantadas el 29 de mayo, la excepción de la EB-5 habla de la importancia de este instrumento. 

América Latina en los Top Ten

En América Latina el programa EB-5 es bien conocido y utilizado. Brasil, Venezuela, México y Colombia estuvieron en 2019 en la lista de los diez países con más demanda por la visa EB-5, según datos provenientes de los Servicios de Ciudadanía e Inmigración de los Estados Unidos (USCIS).

De Brasil hubo 496 solicitudes; de Venezuela, 172; de México, 139, y de Colombia, 36. 

Lee: Actividades que puedes hacer en Estados Unidos con la visa B1/B2

Estos números eran casi inexistentes unos años atrás. 

Colombia es considerada una ""estrella en ascenso"", pues en 2018 las solicitudes de visa EB-5 hechas por colombianos aumentaron un 47 %, según datos de USCIS recopiladas por IIUSA. 

Esta visa ganó mucha popularidad en Estados Unidos hace una década durante la ""Gran Recesión"". 

Cuando los bancos dejaron de hacer préstamos, los desarrolladores de bienes raíces comenzaron a usar esta herramienta para juntar fondos para completar sus proyectos. 

Esta visa también ganó popularidad con el gobierno en aquel momento ya que ayudaba a crear empleos e inyectaba capitales extranjeros a una economía desahuciada. 

Hoy en día la EB-5 está posicionada para ayudar a mitigar el impacto negativo de la pandemia del COVID-19 en la economía de EE.UU, dice el abogado Julián Montero, de la firma Saul Ewing Arnstein & Lehr en Miami, en declaraciones facilitadas por Top of Mind. 

Montero, quien lidera un equipo de abogados que se enfoca en América Latina, ayuda a inversores con el proceso de la inversión para obtener la ""green card"". 

""Los inversionistas EB-5 brindan asistencia financiera vital al invertir el capital que los proyectos estadounidenses necesitan para llegar a su fin y, así, crear empleos en Estados Unidos,"" dijo. 

""Además, una vez que estas familias se mudan a los EE. UU., proporcionan un beneficio económico adicional al convertirse en consumidores activos de productos de gran valor, como ser viviendas y muebles para el hogar"", aseveró. 

En un momento de crisis, la inversión extranjera directa puede apresurar la recuperación económica de un país, especialmente cuando la tasa de desempleo alcanza proporciones históricas. 

La Oficina de Estadísticas Laborales de Estados Unidos dijo que la tasa de desempleo alcanzó un 14.7 % en abril, el nivel más alto desde la Gran Depresión, a causa del cierre de la mayoría de los negocios durante la pandemia. 

 ""Estados Unidos, como muchos otros países, está pasando por un momento económico muy crítico y la visa EB-5 es uno de los mejores vehículos para atraer capital extranjero para financiar proyectos de bienes raíces en ciudades como Nueva York,"" dijo Amaro. 

La compañía LS NYRC ya ha completado ocho proyectos en EE.UU con fondos de inversores EB-5 y actualmente busca a 40 inversores dispuestos a ayudar a financiar la construcción de un desarrollo multifamiliar de 800 unidades en el Bronx de la ciudad de Nueva York. 

""Esta visa realmente beneficia a este país tanto como a las familias que están buscando emigrar a Estados Unidos de forma permanente"", subraya. 

A pesar del impacto de la pandemia, familias en toda América Latina continúan mirando a los EE.UU. como un lugar de esperanza y seguridad, dice Montero. 

""Muchos de los inversionistas EB-5 de América Latina ya tienen inversiones en los EE.UU., hijos que han estudiado o están estudiando aquí y tienen una larga historia de viajes y familiaridad con este país"", agregó Montero. 

""Además, la mayoría de los países de la región no tienen controles monetarios restrictivos que impiden un proceso eficiente"", subraya. 

Te intresa: ¿Por qué niegan la visa estadounidense de turista (B1/B2)? 
",
"





Belinda es una de las coaches de La Voz México 2020 que por fin dio inicio en junio, tras el paro de grabaciones por el coronavirus.
Es una de las artistas más polémicas del medio del espectáculo en México, principalmente por sus relaciones amorosas.
En 2019 fue justamente la que mantuvo con Lupillo Rivera la que más dio de qué hablar.
Regresa este 2020 a La Voz México, junto con Ricardo Montaner, María José y Christian Nodal.
Edad de Belinda y estatura
Muchos se preguntan datos privados de la vida de Belinda, por ejemplo, su estatura, que según algunas fuentes mide 1.67 metros.
Es muy delgada y aunque se ha hecho cirugías, es una de las más guapas cantantes de México.
Su edad no se puede ocultar pues inició muy pequeña en el medio artístico en la telenovela Cómplices al Rescate.
Nació el 15 de agosto de 1989, tiene 30 años de edad, y aunque no lo crean, no nació en México, sino en Madrid, España.
Además de actriz y cantante es modelo y presentadora. También tuvo su faceta de empresaria.
Perfil de Belinda
Su nombre completo es Belinda Peregrín Schüll. 
En 2004 lanzó su álbum debut, Belinda. Gracias a él y éxitos como “Lo siento” se convirtió en “La princesa del pop latino”.
En 2006 lanzó su segundo álbum, “Utopía”, del que destacó Luz Sin Gravedad, en este álbum asumió el control creativo ya que compuso todas sus canciones.
Además debutó en el cine con un papel protagonista en la película “The Cheetah Girls” 2 de Disney.
En 2010 lanzó oficialmente su tercer álbum “Carpe Diem” del cual solo se lanzaron dos sencillos, Egoísta al lado del Pitbull y Dopamina.
Asimismo, ha participado en la dirección, producción y guión de “Egoísta” y “Dopamina”.
En 2012 colaboró junto con el español Juan Magán para el tema Te Voy a Esperar. Ese mismo año, mientras planeaba su cuarto álbum de estudio titulado “Catarsis” lanzó el sencillo “En El Amor Hay Que Perdonar.
A finales de 2012 lanzó el segundo sencillo del mismo álbum titulado En La Obscuridad.
En 2016 formó parte del reparto de la versión cinematográfica de “Baywatch” en donde obtuvo una participación especial.
En 2017 colabora nuevamente con Juan Magán, Manuel Turizo, Snova y B-Case en la canción “Déjate llevar”, que fue filmado en Cuba.
En 2019 fue jurado y coach en La Voz y La Voz Senior.
Más información de Belinda
Eiza González Vs Belinda, cirugías y escándalos
La larga lista de novios de Belinda #Fotos
Belinda y Lupillo Rivera, la pareja dispareja
","Belinda, edad, estatura y otros datos de la coach de La Voz"
